8,第一套奥林匹克邮票是哪个国家发行的,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,2,A,判断题解析,8,3,0,0
4,请问人类最先使用下列哪种金属制造器具？,答案,,,定值填空解析,7,1,0,0
4,北约（），成立于年4月4日。,答案,,,定值填空解析,8,2,0,0
4,司马光，司马迁，司马昭，司马懿，那位司马先生出生最早（）,答案,,,定值填空解析,9,3,0,0
4,马王堆一号古墓是（）朝代,答案,,,定值填空解析,10,1,0,0
4,中国古代兵法（）中，不含下面哪一韬,答案,,,定值填空解析,11,2,0,0
4,马王堆一号古墓是（）朝代,答案,,,定值填空解析,12,2,0,0
4,你知道世界上第一辆汽车是（）制造的吗？,答案,,,定值填空解析,12,2,0,0
4,“全聚德”是著名的“中华老字号”，以经营果木挂炉烤鸭和深厚的饮食文化闻名海内外。你知道“全聚德”始建于（）吗？,答案,,,定值填空解析,"13,14",1,0,0
4,下半旗致哀最早是从那（）始使用并流传开的,答案,,,定值填空解析,14,2,0,0
4,建国以后，为了保卫祖国的领土完整，我们共进行了（）边境自卫反击战,答案,,,定值填空解析,14,1,0,0
4,我国有三块举世闻名无字碑，请问都是为（）所立。,答案,,,定值填空解析,15,1,0,0
4,“猎头”公司大家可能都听说过，是创建于美国专门为第三方挖掘人才的，那么你知道它最早来源（）吗？,答案,,,定值填空解析,16,1,0,0
4,朱熹是（）朝代著名的文学家、理学家？,答案,,,定值填空解析,17,2,0,0
4,张学良东北易帜发生于（）,答案,,,定值填空解析,18,2,0,0
4,作为新乐府运动的主将，倡导关注现实，诗风明快晓畅的唐代大诗人是（）？,答案,,,定值填空解析,19,3,0,0
