8,第一套奥林匹克邮票是哪个国家发行的,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,2,A,判断题解析,8,3,0,0
4,请问人类最先使用下列哪种金属制造器具？,,,答案,定值填空解析,7,1,0,0
4,北约（），成立于年4月4日。,,,答案,定值填空解析,8,2,0,0
4,司马光，司马迁，司马昭，司马懿，那位司马先生出生最早（）,,,答案,定值填空解析,9,3,0,0
4,马王堆一号古墓是（）朝代,,,答案,定值填空解析,10,1,0,0
4,中国古代兵法（）中，不含下面哪一韬,,,答案,定值填空解析,11,2,0,0
4,马王堆一号古墓是（）朝代,,,答案,定值填空解析,12,2,0,0
4,你知道世界上第一辆汽车是（）制造的吗？,,,答案,定值填空解析,12,2,0,0
4,“全聚德”是著名的“中华老字号”，以经营果木挂炉烤鸭和深厚的饮食文化闻名海内外。你知道“全聚德”始建于（）吗？,,,答案,定值填空解析,"13,14",1,0,0
4,下半旗致哀最早是从那（）始使用并流传开的,,,答案,定值填空解析,14,2,0,0
4,建国以后，为了保卫祖国的领土完整，我们共进行了（）边境自卫反击战,,,答案,定值填空解析,14,1,0,0
4,我国有三块举世闻名无字碑，请问都是为（）所立。,,,答案,定值填空解析,15,1,0,0
4,“猎头”公司大家可能都听说过，是创建于美国专门为第三方挖掘人才的，那么你知道它最早来源（）吗？,,,答案,定值填空解析,16,1,0,0
4,朱熹是（）朝代著名的文学家、理学家？,,,答案,定值填空解析,17,2,0,0
4,张学良东北易帜发生于（）,,,答案,定值填空解析,18,2,0,0
4,作为新乐府运动的主将，倡导关注现实，诗风明快晓畅的唐代大诗人是（）？,,,答案,定值填空解析,19,3,0,0
6,“红巾军”起义发生在哪个朝代的末期？,,,简答题答案,简答题解析,4,2,0,0
6,从商代甲骨文中可以看到,,,简答题答案,简答题解析,1,2,0,0
6,下列人物未曾经历过三国时期的是,,,简答题答案,简答题解析,3,2,0,0
6,我国以煤为燃料冶铁始于,,,简答题答案,简答题解析,5,2,0,0
6,杨坚建立隋朝的方式是,,,简答题答案,简答题解析,7,3,0,0
6,4世纪下半期统一黄河流域的政权是哪个少数民族建立的,,,简答题答案,简答题解析,8,1,0,0
6,满族的前身是女真族吗？,,,简答题答案,简答题解析,7,2,0,0
6,文章西汉两司马，经世南北一卧龙是指,,,简答题答案,简答题解析,8,3,0,0
6,四大名楼不包括,,,简答题答案,简答题解析,9,1,0,0
6,四大名楼不包括,,,简答题答案,简答题解析,10,2,0,0
6,陶渊明（365,,,简答题答案,简答题解析,11,2,0,0
6,十字军东侵是罗马史上重要的一页，十字军是罗马教廷为建立世界教会而组织起来的，十字军远征持续了将近200年，罗马教廷建立世界教会的企图不仅完全落空，而且由于其侵略暴行和本来的罪恶面目，使教会的威信大为下降。请问，十字军共举行了几次,,,简答题答案,简答题解析,12,2,0,0
6,88式主站坦克哪一年装备韩国部队？,,,简答题答案,简答题解析,12,1,0,0
6,1937年1月，红军大学改称抗日军政大学，谁任校长兼政委？,,,简答题答案,简答题解析,"13,14",2,0,0
6,周朝灭亡商朝是下面哪一战？,,,简答题答案,简答题解析,14,1,0,0
6,波斯是古代哪里的一个奴隶制国家？,,,简答题答案,简答题解析,14,1,0,0
6,明朝末年，多尔衮趁李自成义军渐渐腐化，利用吴三桂引兵入关，用的是什么计谋？,,,简答题答案,简答题解析,15,1,0,0
6,社会保障基金来源于：,,,简答题答案,简答题解析,16,2,0,0
6,SARS指的是：,,,简答题答案,简答题解析,17,2,0,0
6,邹忌是哪国人？,,,简答题答案,简答题解析,18,3,0,0
